"country.code","cc3","country","flow","primary","secondary","tretiary","value"
"CM","CMR","Cameroon","Imports","Machinery and transport equipment","Transport equipment","Automotive products",362.82626
"CM","CMR","Cameroon","Imports","Textiles",NA,NA,99.950404
"CA","CAN","Canada","Exports","Chemicals","Pharmaceuticals",NA,7775.61568
"CA","CAN","Canada","Exports","Clothing",NA,NA,1413.953726
"CA","CAN","Canada","Exports","Fuels and mining products","Fuels",NA,77449.434317
"CA","CAN","Canada","Exports","Iron and steel",NA,NA,6356.914365
"CA","CAN","Canada","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",2494.705474
"CA","CAN","Canada","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1473.034144
"CA","CAN","Canada","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",4795.993878
"CA","CAN","Canada","Exports","Machinery and transport equipment","Transport equipment","Automotive products",61831.789137
"CA","CAN","Canada","Exports","Textiles",NA,NA,1780.87777
"CA","CAN","Canada","Imports","Chemicals","Pharmaceuticals",NA,12590.169447
"CA","CAN","Canada","Imports","Clothing",NA,NA,9895.367409
"CA","CAN","Canada","Imports","Fuels and mining products","Fuels",NA,29548.70318
"CA","CAN","Canada","Imports","Iron and steel",NA,NA,9505.959047
"CA","CAN","Canada","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",11493.033786
"CA","CAN","Canada","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",2817.885976
"CA","CAN","Canada","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",15934.918777
"CA","CAN","Canada","Imports","Machinery and transport equipment","Transport equipment","Automotive products",68050.243848
"CA","CAN","Canada","Imports","Textiles",NA,NA,4388.272539
"CV","CPV","Cape Verde","Exports","Chemicals","Pharmaceuticals",NA,0.067257
"CV","CPV","Cape Verde","Exports","Clothing",NA,NA,5.537266
"CV","CPV","Cape Verde","Exports","Iron and steel",NA,NA,0.091466
"CV","CPV","Cape Verde","Exports","Textiles",NA,NA,0.253979
"CV","CPV","Cape Verde","Imports","Chemicals","Pharmaceuticals",NA,8.031503
"CV","CPV","Cape Verde","Imports","Clothing",NA,NA,3.781759
"CV","CPV","Cape Verde","Imports","Fuels and mining products","Fuels",NA,77.856639
"CV","CPV","Cape Verde","Imports","Iron and steel",NA,NA,16.889708
"CV","CPV","Cape Verde","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",9.439119
"CV","CPV","Cape Verde","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1.781624
"CV","CPV","Cape Verde","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",17.075672
"CV","CPV","Cape Verde","Imports","Machinery and transport equipment","Transport equipment","Automotive products",26.456716
"CV","CPV","Cape Verde","Imports","Textiles",NA,NA,4.439535
"KY","CYM","Cayman Islands","Imports","Chemicals","Pharmaceuticals",NA,7.461708
"KY","CYM","Cayman Islands","Imports","Clothing",NA,NA,0.015325
"KY","CYM","Cayman Islands","Imports","Fuels and mining products","Fuels",NA,113.436034
"KY","CYM","Cayman Islands","Imports","Iron and steel",NA,NA,33.811321
"KY","CYM","Cayman Islands","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.244609
"KY","CYM","Cayman Islands","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.276726
"KY","CYM","Cayman Islands","Imports","Machinery and transport equipment","Transport equipment","Automotive products",44.745593
"CF","CAF","Central African Republic","Exports","Fuels and mining products","Fuels",NA,0.010934
"CF","CAF","Central African Republic","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.000507
"CF","CAF","Central African Republic","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0.001434
"CF","CAF","Central African Republic","Exports","Textiles",NA,NA,0.034139
"CF","CAF","Central African Republic","Imports","Chemicals","Pharmaceuticals",NA,33.306017
"CF","CAF","Central African Republic","Imports","Clothing",NA,NA,0.584392
"CF","CAF","Central African Republic","Imports","Fuels and mining products","Fuels",NA,1.968915
"CF","CAF","Central African Republic","Imports","Iron and steel",NA,NA,4.257867
"CF","CAF","Central African Republic","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",4.740289
"CF","CAF","Central African Republic","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.157373
"CF","CAF","Central African Republic","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",26.021068
"CF","CAF","Central African Republic","Imports","Machinery and transport equipment","Transport equipment","Automotive products",16.882367
"CF","CAF","Central African Republic","Imports","Textiles",NA,NA,9.063521
"CL","CHL","Chile","Exports","Agricultural Products","Food","Fish",4266.590008
"CL","CHL","Chile","Exports","Agricultural Products","Food","Other food products",10611.17596
"CL","CHL","Chile","Exports","Agricultural Products","Raw materials",NA,4445.849589
"CL","CHL","Chile","Exports","Chemicals","Other chemicals",NA,2630.864857
"CL","CHL","Chile","Exports","Chemicals","Pharmaceuticals",NA,195.946508
"CL","CHL","Chile","Exports","Clothing",NA,NA,288.016576
"CL","CHL","Chile","Exports","Fuels and mining products","Fuels",NA,435.454895
"CL","CHL","Chile","Exports","Fuels and mining products","Non-ferrous metals",NA,16850.560567
"CL","CHL","Chile","Exports","Fuels and mining products","Ores and other minerals",NA,16284.906815
"CL","CHL","Chile","Exports","Iron and steel",NA,NA,156.172874
"CL","CHL","Chile","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",36.541848
"CL","CHL","Chile","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",10.16349
"CL","CHL","Chile","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",240.638972
"CL","CHL","Chile","Exports","Machinery and transport equipment","Other machinery",NA,741.018114
"CL","CHL","Chile","Exports","Machinery and transport equipment","Transport equipment","Automotive products",729.900693
"CL","CHL","Chile","Exports","Machinery and transport equipment","Transport equipment","Other transport equipment",208.756862
"CL","CHL","Chile","Exports","Other manufactures","Miscellaneous manufactures",NA,405.228425
"CL","CHL","Chile","Exports","Other manufactures","Personal and household goods",NA,195.780649
"CL","CHL","Chile","Exports","Other manufactures","Scientific and controlling instruments",NA,37.04433
"CL","CHL","Chile","Exports","Other semi-manufactures",NA,NA,2367.439491
"CL","CHL","Chile","Exports","Textiles",NA,NA,259.255353
"CL","CHL","Chile","Imports","Agricultural Products","Food","Fish",208.36229
"CL","CHL","Chile","Imports","Agricultural Products","Food","Other food products",5413.942597
"CL","CHL","Chile","Imports","Agricultural Products","Raw materials",NA,462.16276
"CL","CHL","Chile","Imports","Chemicals","Other chemicals",NA,6248.608585
"CL","CHL","Chile","Imports","Chemicals","Pharmaceuticals",NA,1314.035912
"CL","CHL","Chile","Imports","Clothing",NA,NA,2742.026272
"CL","CHL","Chile","Imports","Fuels and mining products","Fuels",NA,8846.950918
"CL","CHL","Chile","Imports","Fuels and mining products","Non-ferrous metals",NA,388.052253
"CL","CHL","Chile","Imports","Fuels and mining products","Ores and other minerals",NA,449.624567
"CL","CHL","Chile","Imports","Iron and steel",NA,NA,1553.106509
"CL","CHL","Chile","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",1903.682032
"CL","CHL","Chile","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",320.412655
"CL","CHL","Chile","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",3451.258764
"CL","CHL","Chile","Imports","Machinery and transport equipment","Other machinery",NA,9214.097919
"CL","CHL","Chile","Imports","Machinery and transport equipment","Transport equipment","Automotive products",6843.713078
"CL","CHL","Chile","Imports","Machinery and transport equipment","Transport equipment","Other transport equipment",1778.272337
"CL","CHL","Chile","Imports","Other manufactures","Miscellaneous manufactures",NA,2508.982298
"CL","CHL","Chile","Imports","Other manufactures","Personal and household goods",NA,1730.173399
"CL","CHL","Chile","Imports","Other manufactures","Scientific and controlling instruments",NA,860.700365
"CL","CHL","Chile","Imports","Other semi-manufactures",NA,NA,5033.736756
"CL","CHL","Chile","Imports","Textiles",NA,NA,1192.865778
"CN","CHN","China","Exports","Chemicals","Pharmaceuticals",NA,13488.04
"CN","CHN","China","Exports","Clothing",NA,NA,174643.274
"CN","CHN","China","Exports","Fuels and mining products","Fuels",NA,27912.497
"CN","CHN","China","Exports","Iron and steel",NA,NA,63867.362
"CN","CHN","China","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",193001.246
"CN","CHN","China","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",102884.143
"CN","CHN","China","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",292647.307
"CN","CHN","China","Exports","Machinery and transport equipment","Transport equipment","Automotive products",49459.702
"CN","CHN","China","Exports","Textiles",NA,NA,108991.716
"CN","CHN","China","Imports","Chemicals","Pharmaceuticals",NA,20319.385
"CN","CHN","China","Imports","Clothing",NA,NA,6574.32
"CN","CHN","China","Imports","Fuels and mining products","Fuels",NA,198589.037
"CN","CHN","China","Imports","Iron and steel",NA,NA,19455.211
"CN","CHN","China","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",50598.218
"CN","CHN","China","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",260981.579
"CN","CHN","China","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",71483.477
"CN","CHN","China","Imports","Machinery and transport equipment","Transport equipment","Automotive products",72979.465
"CN","CHN","China","Imports","Textiles",NA,NA,18970.106
"CO","COL","Colombia","Exports","Agricultural Products","Food","Fish",189.045033
"CO","COL","Colombia","Exports","Agricultural Products","Food","Other food products",5355.032872
"CO","COL","Colombia","Exports","Agricultural Products","Raw materials",NA,1429.227
"CO","COL","Colombia","Exports","Chemicals","Other chemicals",NA,2949.118802
"CO","COL","Colombia","Exports","Chemicals","Pharmaceuticals",NA,509.239001
"CO","COL","Colombia","Exports","Clothing",NA,NA,518.888711
"CO","COL","Colombia","Exports","Fuels and mining products","Fuels",NA,19029.7671
"CO","COL","Colombia","Exports","Fuels and mining products","Non-ferrous metals",NA,105.25366
"CO","COL","Colombia","Exports","Fuels and mining products","Ores and other minerals",NA,346.473116
"CO","COL","Colombia","Exports","Iron and steel",NA,NA,521.965935
"CO","COL","Colombia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",16.033989
"CO","COL","Colombia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",24.954
"CO","COL","Colombia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",47.613614
"CO","COL","Colombia","Exports","Machinery and transport equipment","Other machinery",NA,759.864397
"CO","COL","Colombia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",493.103146
"CO","COL","Colombia","Exports","Machinery and transport equipment","Transport equipment","Other transport equipment",93.267697
"CO","COL","Colombia","Exports","Other manufactures","Miscellaneous manufactures",NA,489.943187
"CO","COL","Colombia","Exports","Other manufactures","Personal and household goods",NA,157.022766
"CO","COL","Colombia","Exports","Other manufactures","Scientific and controlling instruments",NA,90.562029
"CO","COL","Colombia","Exports","Other semi-manufactures",NA,NA,1435.740107
"CO","COL","Colombia","Exports","Textiles",NA,NA,314.418685
"CO","COL","Colombia","Imports","Agricultural Products","Food","Fish",407.382476
"CO","COL","Colombia","Imports","Agricultural Products","Food","Other food products",5148.979887
"CO","COL","Colombia","Imports","Agricultural Products","Raw materials",NA,454.259227
"CO","COL","Colombia","Imports","Chemicals","Other chemicals",NA,7539.035838
"CO","COL","Colombia","Imports","Chemicals","Pharmaceuticals",NA,2502.241558
"CO","COL","Colombia","Imports","Clothing",NA,NA,751.527215
"CO","COL","Colombia","Imports","Fuels and mining products","Fuels",NA,5132.624868
"CO","COL","Colombia","Imports","Fuels and mining products","Non-ferrous metals",NA,704.290101
"CO","COL","Colombia","Imports","Fuels and mining products","Ores and other minerals",NA,153.491343
"CO","COL","Colombia","Imports","Iron and steel",NA,NA,1967.640018
"CO","COL","Colombia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",1676.356668
"CO","COL","Colombia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",138.391772
"CO","COL","Colombia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",3401.545302
"CO","COL","Colombia","Imports","Machinery and transport equipment","Other machinery",NA,7031.841762
"CO","COL","Colombia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",3939.628259
"CO","COL","Colombia","Imports","Machinery and transport equipment","Transport equipment","Other transport equipment",3746.770844
"CO","COL","Colombia","Imports","Other manufactures","Miscellaneous manufactures",NA,1856.541843
"CO","COL","Colombia","Imports","Other manufactures","Personal and household goods",NA,781.2758
"CO","COL","Colombia","Imports","Other manufactures","Scientific and controlling instruments",NA,1131.7931
"CO","COL","Colombia","Imports","Other semi-manufactures",NA,NA,3498.440551
"CO","COL","Colombia","Imports","Textiles",NA,NA,1402.128239
"CG","COG","Congo - Brazzaville","Exports","Clothing",NA,NA,0.111483
"CG","COG","Congo - Brazzaville","Exports","Fuels and mining products","Fuels",NA,1627.042268
"CG","COG","Congo - Brazzaville","Exports","Iron and steel",NA,NA,18.407592
"CG","COG","Congo - Brazzaville","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.412226
"CG","COG","Congo - Brazzaville","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.201629
"CG","COG","Congo - Brazzaville","Exports","Machinery and transport equipment","Transport equipment","Automotive products",111.659108
"CG","COG","Congo - Brazzaville","Exports","Textiles",NA,NA,0.555127
"CG","COG","Congo - Brazzaville","Imports","Chemicals","Pharmaceuticals",NA,92.804434
"CG","COG","Congo - Brazzaville","Imports","Clothing",NA,NA,24.12058
"CG","COG","Congo - Brazzaville","Imports","Fuels and mining products","Fuels",NA,48.07352
"CG","COG","Congo - Brazzaville","Imports","Iron and steel",NA,NA,297.665253
"CG","COG","Congo - Brazzaville","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",18.466307
"CG","COG","Congo - Brazzaville","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",9.547005
"CG","COG","Congo - Brazzaville","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",45.328558
"CG","COG","Congo - Brazzaville","Imports","Machinery and transport equipment","Transport equipment","Automotive products",309.769608
"CG","COG","Congo - Brazzaville","Imports","Textiles",NA,NA,21.506766
"CR","CRI","Costa Rica","Exports","Chemicals","Pharmaceuticals",NA,256.166171
"CR","CRI","Costa Rica","Exports","Clothing",NA,NA,62.785076
"CR","CRI","Costa Rica","Exports","Fuels and mining products","Fuels",NA,3.666143
"CR","CRI","Costa Rica","Exports","Iron and steel",NA,NA,109.81581
"CR","CRI","Costa Rica","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",12.39504
"CR","CRI","Costa Rica","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",33.361825
"CR","CRI","Costa Rica","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",120.144817
"CR","CRI","Costa Rica","Exports","Machinery and transport equipment","Transport equipment","Automotive products",97.202394
"CR","CRI","Costa Rica","Exports","Textiles",NA,NA,72.781471
"CR","CRI","Costa Rica","Imports","Chemicals","Pharmaceuticals",NA,687.684809
"CR","CRI","Costa Rica","Imports","Clothing",NA,NA,311.31543
"CR","CRI","Costa Rica","Imports","Fuels and mining products","Fuels",NA,1312.251944
"CR","CRI","Costa Rica","Imports","Iron and steel",NA,NA,549.837992
"CR","CRI","Costa Rica","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",376.538607
"CR","CRI","Costa Rica","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",253.130086
"CR","CRI","Costa Rica","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",830.68744
"CR","CRI","Costa Rica","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1165.249337
"CR","CRI","Costa Rica","Imports","Textiles",NA,NA,253.077704
"CI","CIV","Côte d’Ivoire","Exports","Chemicals","Pharmaceuticals",NA,5.02661
"CI","CIV","Côte d’Ivoire","Exports","Clothing",NA,NA,4.455338
"CI","CIV","Côte d’Ivoire","Exports","Fuels and mining products","Fuels",NA,1991.118168
"CI","CIV","Côte d’Ivoire","Exports","Iron and steel",NA,NA,41.260569
"CI","CIV","Côte d’Ivoire","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",2.494495
"CI","CIV","Côte d’Ivoire","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.099443
"CI","CIV","Côte d’Ivoire","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",11.175733
"CI","CIV","Côte d’Ivoire","Exports","Machinery and transport equipment","Transport equipment","Automotive products",86.069521
"CI","CIV","Côte d’Ivoire","Exports","Textiles",NA,NA,82.359992
"CI","CIV","Côte d’Ivoire","Imports","Chemicals","Pharmaceuticals",NA,293.003492
"CI","CIV","Côte d’Ivoire","Imports","Clothing",NA,NA,41.943295
"CI","CIV","Côte d’Ivoire","Imports","Fuels and mining products","Fuels",NA,2119.327821
"CI","CIV","Côte d’Ivoire","Imports","Iron and steel",NA,NA,316.474329
"CI","CIV","Côte d’Ivoire","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",73.522015
"CI","CIV","Côte d’Ivoire","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",21.915647
"CI","CIV","Côte d’Ivoire","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",132.133897
"CI","CIV","Côte d’Ivoire","Imports","Machinery and transport equipment","Transport equipment","Automotive products",563.375147
"CI","CIV","Côte d’Ivoire","Imports","Textiles",NA,NA,127.371942
"HR","HRV","Croatia","Exports","Chemicals","Pharmaceuticals",NA,624.169042
"HR","HRV","Croatia","Exports","Clothing",NA,NA,710.590797
"HR","HRV","Croatia","Exports","Fuels and mining products","Fuels",NA,1435.267485
"HR","HRV","Croatia","Exports","Iron and steel",NA,NA,162.390655
"HR","HRV","Croatia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",78.814199
"HR","HRV","Croatia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",61.492551
"HR","HRV","Croatia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",158.994721
"HR","HRV","Croatia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",365.872885
"HR","HRV","Croatia","Exports","Textiles",NA,NA,177.489457
"HR","HRV","Croatia","Imports","Chemicals","Pharmaceuticals",NA,891.324447
"HR","HRV","Croatia","Imports","Clothing",NA,NA,947.583966
"HR","HRV","Croatia","Imports","Fuels and mining products","Fuels",NA,3117.431102
"HR","HRV","Croatia","Imports","Iron and steel",NA,NA,664.273775
"HR","HRV","Croatia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",365.890856
"HR","HRV","Croatia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",68.685035
"HR","HRV","Croatia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",639.514441
"HR","HRV","Croatia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1156.217112
"HR","HRV","Croatia","Imports","Textiles",NA,NA,485.189943
"CY","CYP","Cyprus","Exports","Chemicals","Pharmaceuticals",NA,282.249021
"CY","CYP","Cyprus","Exports","Clothing",NA,NA,10.688651
"CY","CYP","Cyprus","Exports","Fuels and mining products","Fuels",NA,216.564009
"CY","CYP","Cyprus","Exports","Iron and steel",NA,NA,6.868033
"CY","CYP","Cyprus","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",8.195861
"CY","CYP","Cyprus","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.47975
"CY","CYP","Cyprus","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",105.835858
"CY","CYP","Cyprus","Exports","Machinery and transport equipment","Transport equipment","Automotive products",52.606495
"CY","CYP","Cyprus","Exports","Textiles",NA,NA,2.706435
"CY","CYP","Cyprus","Imports","Chemicals","Pharmaceuticals",NA,246.307237
"CY","CYP","Cyprus","Imports","Clothing",NA,NA,247.968277
"CY","CYP","Cyprus","Imports","Fuels and mining products","Fuels",NA,1247.405933
"CY","CYP","Cyprus","Imports","Iron and steel",NA,NA,94.514707
"CY","CYP","Cyprus","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",108.140593
"CY","CYP","Cyprus","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",8.771349
"CY","CYP","Cyprus","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",162.271578
"CY","CYP","Cyprus","Imports","Machinery and transport equipment","Transport equipment","Automotive products",373.303872
"CY","CYP","Cyprus","Imports","Textiles",NA,NA,55.736284
"CZ","CZE","Czechia","Exports","Chemicals","Pharmaceuticals",NA,2383.942572
"CZ","CZE","Czechia","Exports","Clothing",NA,NA,1460.776736
"CZ","CZE","Czechia","Exports","Fuels and mining products","Fuels",NA,4736.914456
"CZ","CZE","Czechia","Exports","Iron and steel",NA,NA,4059.477683
"CZ","CZE","Czechia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",11399.122954
"CZ","CZE","Czechia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1528.270198
"CZ","CZE","Czechia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",8189.849032
"CZ","CZE","Czechia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",33298.981143
"CZ","CZE","Czechia","Exports","Textiles",NA,NA,2445.758083
"CZ","CZE","Czechia","Imports","Chemicals","Pharmaceuticals",NA,4081.113303
"CZ","CZE","Czechia","Imports","Clothing",NA,NA,2305.524289
"CZ","CZE","Czechia","Imports","Fuels and mining products","Fuels",NA,9280.263168
"CZ","CZE","Czechia","Imports","Iron and steel",NA,NA,5635.04048
"CZ","CZE","Czechia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",10686.7087
"CZ","CZE","Czechia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",2760.828763
"CZ","CZE","Czechia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",8469.763402
"CZ","CZE","Czechia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",16099.219646
"CZ","CZE","Czechia","Imports","Textiles",NA,NA,2279.764104
"DK","DNK","Denmark","Exports","Chemicals","Pharmaceuticals",NA,12799.988491
"DK","DNK","Denmark","Exports","Clothing",NA,NA,3739.913436
"DK","DNK","Denmark","Exports","Fuels and mining products","Fuels",NA,5715.833949
"DK","DNK","Denmark","Exports","Iron and steel",NA,NA,1294.256287
"DK","DNK","Denmark","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",1679.404659
"DK","DNK","Denmark","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",294.242892
"DK","DNK","Denmark","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1625.284815
"DK","DNK","Denmark","Exports","Machinery and transport equipment","Transport equipment","Automotive products",2024.95642
"DK","DNK","Denmark","Exports","Textiles",NA,NA,1002.828341
"DK","DNK","Denmark","Imports","Chemicals","Pharmaceuticals",NA,3984.849384
"DK","DNK","Denmark","Imports","Clothing",NA,NA,4218.751529
"DK","DNK","Denmark","Imports","Fuels and mining products","Fuels",NA,5593.771889
"DK","DNK","Denmark","Imports","Iron and steel",NA,NA,2255.378851
"DK","DNK","Denmark","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",2943.845331
"DK","DNK","Denmark","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",433.811152
"DK","DNK","Denmark","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",3142.638144
"DK","DNK","Denmark","Imports","Machinery and transport equipment","Transport equipment","Automotive products",5904.038089
"DK","DNK","Denmark","Imports","Textiles",NA,NA,1191.123214
"DM","DMA","Dominica","Exports","Chemicals","Pharmaceuticals",NA,0.00427
"DM","DMA","Dominica","Exports","Clothing",NA,NA,0.031279
"DM","DMA","Dominica","Exports","Fuels and mining products","Fuels",NA,0.00527
"DM","DMA","Dominica","Exports","Iron and steel",NA,NA,0.062998
"DM","DMA","Dominica","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.045734
"DM","DMA","Dominica","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.009916
"DM","DMA","Dominica","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1.80807
"DM","DMA","Dominica","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0.292513
"DM","DMA","Dominica","Exports","Textiles",NA,NA,0.072184
"DM","DMA","Dominica","Imports","Chemicals","Pharmaceuticals",NA,2.734005
"DM","DMA","Dominica","Imports","Clothing",NA,NA,3.624766
"DM","DMA","Dominica","Imports","Fuels and mining products","Fuels",NA,30.290165
"DM","DMA","Dominica","Imports","Iron and steel",NA,NA,5.298341
"DM","DMA","Dominica","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",3.245757
"DM","DMA","Dominica","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.157412
"DM","DMA","Dominica","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",5.42723
"DM","DMA","Dominica","Imports","Machinery and transport equipment","Transport equipment","Automotive products",8.081736
"DM","DMA","Dominica","Imports","Textiles",NA,NA,1.392506
"DO","DOM","Dominican Republic","Exports","Chemicals","Pharmaceuticals",NA,185.414852
"DO","DOM","Dominican Republic","Exports","Clothing",NA,NA,776.07936
"DO","DOM","Dominican Republic","Exports","Fuels and mining products","Fuels",NA,413.2
"DO","DOM","Dominican Republic","Exports","Iron and steel",NA,NA,98.312694
"DO","DOM","Dominican Republic","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",19.743783
"DO","DOM","Dominican Republic","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",2.916503
"DO","DOM","Dominican Republic","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",51.620378
"DO","DOM","Dominican Republic","Exports","Machinery and transport equipment","Transport equipment","Automotive products",35.265076
"DO","DOM","Dominican Republic","Exports","Textiles",NA,NA,299.525965
"DO","DOM","Dominican Republic","Imports","Chemicals","Pharmaceuticals",NA,572.117998
"DO","DOM","Dominican Republic","Imports","Clothing",NA,NA,286.138079
"DO","DOM","Dominican Republic","Imports","Fuels and mining products","Fuels",NA,2692.349634
"DO","DOM","Dominican Republic","Imports","Iron and steel",NA,NA,591.239368
"DO","DOM","Dominican Republic","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",187.35922
"DO","DOM","Dominican Republic","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",67.081466
"DO","DOM","Dominican Republic","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",438.603805
"DO","DOM","Dominican Republic","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1154.151304
"DO","DOM","Dominican Republic","Imports","Textiles",NA,NA,918.905997
"EC","ECU","Ecuador","Exports","Agricultural Products","Food","Fish",3503.348157
"EC","ECU","Ecuador","Exports","Agricultural Products","Food","Other food products",4935.053292
